设备号,点播日期,二级目录,影片名称,观看开始时间,观看结束时间,用户号,名称关键字,观看时间,制片,语言,片长,类型
10477,20170701,精彩点,深夜食堂(20)(高清),2017-07-01 15:34:24,2017-07-01 15:44:43,10019,深夜食堂,10.31666666666667,大陆,国语,45,剧情
10438,20170701,精彩点,夜市人生(48)(高清),2017-07-01 15:35:44,2017-07-01 15:52:18,10523,夜市人生,16.56666666666667,大陆,国语,42,剧情
10501,20170701,精彩点,06月27日 熊出没之春日对对碰,2017-07-01 15:38:17,2017-07-01 15:49:38,11084,熊出没之春日对对碰,10.0,大陆,国语,10,喜剧 / 动画 / 儿童 / 冒险
11092,20170701,精彩点,三生三世十里桃花(30)(高清),2017-07-01 15:39:49,2017-07-01 16:19:33,10965,三生三世十里桃花,39.73333333333333,大陆,国语,45,剧情 / 爱情
10112,20170701,精彩点,龙珠传奇(12)(高清),2017-07-01 15:41:19,2017-07-01 16:09:29,10450,龙珠传奇,28.16666666666667,大陆,国语,35,剧情 / 爱情 / 古装
10487,20170701,精彩点,欢乐颂2(01)(高清),2017-07-01 15:45:10,2017-07-01 16:27:55,10799,欢乐颂2,42.75,大陆,国语,45,剧情 / 爱情
10477,20170701,精彩点,深夜食堂(20)(高清),2017-07-01 15:45:42,2017-07-01 16:22:52,10019,深夜食堂,37.16666666666666,大陆,国语,45,剧情
10313,20170701,精彩点,左轮手枪(20)(高清),2017-07-01 15:46:19,2017-07-01 16:51:41,10076,左轮手枪,45.0,大陆,国语,45,剧情 / 战争
11196,20170701,精彩点,欢乐颂2(16)(高清),2017-07-01 15:48:35,2017-07-01 16:35:43,11054,欢乐颂2,45.0,大陆,国语,45,剧情 / 爱情
10501,20170701,精彩点,06月23日 熊出没之春日对对碰,2017-07-01 15:49:37,2017-07-01 17:01:43,11084,熊出没之春日对对碰,10.0,大陆,国语,10,喜剧 / 动画 / 儿童 / 冒险
11145,20170701,精彩点,变形金刚(高清)(擎天一柱，睥睨四方),2017-07-01 15:57:22,2017-07-01 18:19:41,10880,变形金刚,30.0,美国 / 日本,英语,30,动作 / 科幻 / 动画 / 惊悚 / 家庭 / 奇幻 / 冒险
10553,20170701,精彩点,赌城群英会(06),2017-07-01 16:05:57,2017-07-01 16:47:28,10794,赌城群英会,40.0,香港,粤语 / 国语,40,剧情 / 动作 / 爱情 / 悬疑 / 犯罪
10442,20170701,精彩点,女管家(24)(高清),2017-07-01 16:09:10,2017-07-01 17:31:58,10887,女管家,45.0,大陆,国语,45,剧情 / 家庭
10112,20170701,精彩点,龙珠传奇(13)(高清),2017-07-01 16:09:27,2017-07-01 16:39:02,10450,龙珠传奇,29.58333333333333,大陆,国语,35,剧情 / 爱情 / 古装
11092,20170701,精彩点,三生三世十里桃花(31)(高清),2017-07-01 16:19:32,2017-07-01 16:35:49,10965,三生三世十里桃花,16.28333333333333,大陆,国语,45,剧情 / 爱情
10477,20170701,精彩点,深夜食堂(21)(高清),2017-07-01 16:23:29,2017-07-01 17:01:45,10019,深夜食堂,38.26666666666667,大陆,国语,45,剧情
10202,20170701,精彩点,爱·回家之开心速递(50),2017-07-01 16:25:54,2017-07-01 16:42:38,10246,爱·回家之开心速递,16.73333333333333,香港,粤语,20,剧情 / 喜剧 / 家庭
10112,20170701,精彩点,龙珠传奇(14)(高清),2017-07-01 16:39:01,2017-07-01 17:07:34,10450,龙珠传奇,28.55,大陆,国语,35,剧情 / 爱情 / 古装
11092,20170701,精彩点,三生三世十里桃花(32)(高清),2017-07-01 16:40:01,2017-07-01 18:59:08,10965,三生三世十里桃花,45.0,大陆,国语,45,剧情 / 爱情
10202,20170701,精彩点,爱·回家之开心速递(51),2017-07-01 16:42:36,2017-07-01 17:04:35,10246,爱·回家之开心速递,20.0,香港,粤语,20,剧情 / 喜剧 / 家庭
10313,20170701,精彩点,左轮手枪(20)(高清),2017-07-01 16:51:40,2017-07-01 18:07:39,10076,左轮手枪,45.0,大陆,国语,45,剧情 / 战争
10641,20170701,精彩点,极限挑战之皇家宝藏(高清),2017-07-01 16:52:27,2017-07-01 17:27:16,10249,极限挑战之皇家宝藏,34.81666666666667,大陆,国语,101,喜剧 / 悬疑
10641,20170701,精彩点,极限挑战之皇家宝藏(高清)(黄磊离开厨房去寻宝),2017-07-01 16:52:27,2017-07-01 17:27:16,10249,极限挑战之皇家宝藏,34.81666666666667,大陆,国语,101,喜剧 / 悬疑
10280,20170701,热点专题,叶问(高清),2017-07-01 16:52:28,2017-07-01 17:20:15,10148,叶问,27.78333333333333,大陆 / 香港,国语 / 粤语 / 英语,105,剧情 / 动作 / 传记 / 历史
10202,20170701,精彩点,爱·回家之开心速递(52),2017-07-01 17:04:33,2017-07-01 17:30:53,10246,爱·回家之开心速递,20.0,香港,粤语,20,剧情 / 喜剧 / 家庭
10112,20170701,精彩点,龙珠传奇(15)(高清),2017-07-01 17:07:32,2017-07-01 17:41:44,10450,龙珠传奇,34.2,大陆,国语,35,剧情 / 爱情 / 古装
10501,20170701,精彩点,06月23日 疯狂小糖,2017-07-01 17:10:17,2017-07-01 17:24:27,11084,疯狂小糖,10.0,大陆,国语,10,动画
10280,20170701,热点专题,叶问(高清)(熊黛林化身一代宗师贤妻),2017-07-01 17:20:09,2017-07-01 18:02:24,10148,叶问,42.25,大陆 / 香港,国语 / 粤语 / 英语,105,剧情 / 动作 / 传记 / 历史
10280,20170701,热点专题,叶问(高清),2017-07-01 17:20:09,2017-07-01 18:02:24,10148,叶问,42.25,大陆 / 香港,国语 / 粤语 / 英语,105,剧情 / 动作 / 传记 / 历史
11240,20170701,精彩点,楚乔传(06)(高清),2017-07-01 17:23:05,2017-07-01 17:36:48,10801,楚乔传,13.71666666666667,大陆,国语,45,剧情 / 爱情 / 古装
10045,20170701,精彩点,大军师司马懿之军师联盟(16)(高清),2017-07-01 17:24:20,2017-07-01 18:26:25,10177,大军师司马懿之军师联盟,45.0,大陆,国语,45,剧情 / 爱情 / 战争 / 古装
10501,20170701,精彩点,06月29日 阿优,2017-07-01 17:24:57,2017-07-01 17:29:18,11084,阿优,4.35,大陆,国语,5,动画
10641,20170701,精彩点,楚乔传(28)(高清),2017-07-01 17:29:02,2017-07-01 17:35:08,10249,楚乔传,6.1,大陆,国语,45,剧情 / 爱情 / 古装
10501,20170701,精彩点,06月29日 阿优,2017-07-01 17:29:25,2017-07-01 17:39:00,11084,阿优,5.0,大陆,国语,5,动画
10442,20170701,精彩点,女管家(24)(高清),2017-07-01 17:31:57,2017-07-01 17:45:48,10887,女管家,13.85,大陆,国语,45,剧情 / 家庭
10641,20170701,精彩点,楚乔传(28)(高清),2017-07-01 17:35:07,2017-07-01 18:08:39,10249,楚乔传,33.53333333333333,大陆,国语,45,剧情 / 爱情 / 古装
11240,20170701,精彩点,楚乔传(09)(高清),2017-07-01 17:36:47,2017-07-01 18:27:50,10801,楚乔传,45.0,大陆,国语,45,剧情 / 爱情 / 古装
10501,20170701,精彩点,06月28日 新大头儿子和小头爸爸(高清),2017-07-01 17:38:58,2017-07-01 17:46:09,11084,新大头儿子和小头爸爸,7.183333333333334,大陆,国语,10,动画
10329,20170701,精彩点,05月16日 新葫芦兄弟(高清),2017-07-01 17:40:16,2017-07-01 19:55:44,10186,新葫芦兄弟,10.0,大陆,国语,10,动画 / 儿童
10112,20170701,精彩点,龙珠传奇(16)(高清),2017-07-01 17:41:43,2017-07-01 18:10:15,10450,龙珠传奇,28.53333333333333,大陆,国语,35,剧情 / 爱情 / 古装
11184,20170701,精彩点,太行英雄传(11)(高清),2017-07-01 17:43:02,2017-07-01 18:26:57,11005,太行英雄传,43.91666666666666,大陆,国语,45,剧情 / 战争
10442,20170701,精彩点,女管家(25)(高清),2017-07-01 17:45:47,2017-07-01 18:27:40,10887,女管家,41.88333333333333,大陆,国语,45,剧情 / 家庭
10501,20170701,精彩点,06月19日 舞法天女朵法拉,2017-07-01 17:47:09,2017-07-01 17:51:18,11084,舞法天女朵法拉,4.15,大陆,国语,24,喜剧 / 音乐 / 歌舞 / 儿童
10542,20170701,精彩点,三生三世十里桃花(54)(高清),2017-07-01 17:53:44,2017-07-01 18:36:02,10959,三生三世十里桃花,42.3,大陆,国语,45,剧情 / 爱情
10641,20170701,精彩点,楚乔传(30)(高清),2017-07-01 18:09:22,2017-07-01 19:26:13,10249,楚乔传,45.0,大陆,国语,45,剧情 / 爱情 / 古装
10112,20170701,精彩点,龙珠传奇(17)(高清),2017-07-01 18:10:13,2017-07-01 18:39:06,10450,龙珠传奇,28.88333333333333,大陆,国语,35,剧情 / 爱情 / 古装
11145,20170701,精彩点,赌城群英会(01),2017-07-01 18:20:09,2017-07-01 19:05:12,10880,赌城群英会,40.0,香港,粤语 / 国语,40,剧情 / 动作 / 爱情 / 悬疑 / 犯罪
10349,20170701,精彩点,06月10日 猪猪侠之变身战队,2017-07-01 18:21:58,2017-07-01 19:31:46,10104,猪猪侠之变身战队,15.0,大陆,国语,15,动画 / 儿童 / 冒险
11184,20170701,精彩点,太行英雄传(12)(高清),2017-07-01 18:26:55,2017-07-01 19:10:53,11005,太行英雄传,43.96666666666667,大陆,国语,45,剧情 / 战争
10442,20170701,精彩点,女管家(25)(高清),2017-07-01 18:28:03,2017-07-01 18:41:48,10887,女管家,13.75,大陆,国语,45,剧情 / 家庭
10442,20170701,精彩点,女管家(26)(高清),2017-07-01 18:43:02,2017-07-01 20:40:12,10887,女管家,45.0,大陆,国语,45,剧情 / 家庭
10501,20170701,精彩点,05月16日 熊出没之春日对对碰,2017-07-01 18:55:49,2017-07-01 20:13:45,11084,熊出没之春日对对碰,10.0,大陆,国语,10,喜剧 / 动画 / 儿童 / 冒险
10112,20170701,精彩点,龙珠传奇(18)(高清),2017-07-01 18:59:21,2017-07-01 19:27:54,10450,龙珠传奇,28.55,大陆,国语,35,剧情 / 爱情 / 古装
11145,20170701,精彩点,赌城群英会(02),2017-07-01 19:05:18,2017-07-01 19:27:20,10880,赌城群英会,22.03333333333333,香港,粤语 / 国语,40,剧情 / 动作 / 爱情 / 悬疑 / 犯罪
11184,20170701,精彩点,太行英雄传(13)(高清),2017-07-01 19:10:52,2017-07-01 19:56:19,11005,太行英雄传,45.0,大陆,国语,45,剧情 / 战争
10352,20170701,精彩点,寰宇视野：刺杀肯尼迪-丢失的子弹(高清),2017-07-01 19:14:33,2017-07-01 19:45:35,11207,寰宇视野,31.03333333333333,大陆,国语,50,纪录片
10652,20170701,热点专题,他是龙(高清),2017-07-01 19:20:03,2017-07-01 21:02:06,11002,他是龙,102.05,俄罗斯,俄语,107,爱情 / 奇幻 / 冒险
10339,20170701,今日上线,爱·回家之开心速递(93),2017-07-01 19:26:39,2017-07-01 19:48:07,10860,爱·回家之开心速递,20.0,香港,粤语,20,剧情 / 喜剧 / 家庭
11145,20170701,精彩点,赌城群英会(02),2017-07-01 19:27:19,2017-07-01 20:18:48,10880,赌城群英会,40.0,香港,粤语 / 国语,40,剧情 / 动作 / 爱情 / 悬疑 / 犯罪
10112,20170701,精彩点,龙珠传奇(19)(高清),2017-07-01 19:27:52,2017-07-01 19:35:50,10450,龙珠传奇,7.966666666666667,大陆,国语,35,剧情 / 爱情 / 古装
10349,20170701,精彩点,06月10日 猪猪侠之变身战队,2017-07-01 19:31:46,2017-07-01 21:55:47,10104,猪猪侠之变身战队,15.0,大陆,国语,15,动画 / 儿童 / 冒险
10112,20170701,精彩点,龙珠传奇(19)(高清),2017-07-01 19:36:00,2017-07-01 19:40:27,10450,龙珠传奇,4.45,大陆,国语,35,剧情 / 爱情 / 古装
10352,20170701,精彩点,时代：老广的味道(02)(高清),2017-07-01 19:45:33,2017-07-01 20:10:18,11207,时代,20.0,大陆,国语,20,生活
11265,20170701,精彩点,美国司法(高清),2017-07-01 19:49:53,2017-07-01 20:16:53,10170,美国司法,27.0,英国,英语,90,纪录片
11184,20170701,精彩点,太行英雄传(14)(高清),2017-07-01 19:56:48,2017-07-01 20:40:33,11005,太行英雄传,43.75,大陆,国语,45,剧情 / 战争
10545,20170701,热点专题,蝙蝠侠无极限：怪物大乱斗(高清)(蝙蝠侠、绿箭侠联手出击),2017-07-01 20:01:07,2017-07-01 20:43:54,11043,蝙蝠侠无极限,3.0,美国,无对白,3,科幻 / 剧情
11196,20170701,精彩点,欢乐颂2(17)(高清),2017-07-01 20:13:30,2017-07-01 20:51:44,11054,欢乐颂2,38.23333333333333,大陆,国语,45,剧情 / 爱情
10501,20170701,精彩点,05月15日 熊出没之春日对对碰,2017-07-01 20:13:50,2017-07-01 20:35:05,11084,熊出没之春日对对碰,10.0,大陆,国语,10,喜剧 / 动画 / 儿童 / 冒险
10112,20170701,精彩点,龙珠传奇(19)(高清),2017-07-01 20:16:40,2017-07-01 20:27:40,10450,龙珠传奇,11.0,大陆,国语,35,剧情 / 爱情 / 古装
11306,20170701,精彩点,太行英雄传(15)(高清),2017-07-01 20:18:35,2017-07-01 20:47:07,10714,太行英雄传,28.53333333333333,大陆,国语,45,剧情 / 战争
11145,20170701,精彩点,赌城群英会(03),2017-07-01 20:18:47,2017-07-01 21:01:20,10880,赌城群英会,40.0,香港,粤语 / 国语,40,剧情 / 动作 / 爱情 / 悬疑 / 犯罪
10112,20170701,精彩点,龙珠传奇(19)(高清),2017-07-01 20:27:59,2017-07-01 20:33:45,10450,龙珠传奇,5.766666666666667,大陆,国语,35,剧情 / 爱情 / 古装
11247,20170701,精彩点,04月09日 欢乐喜剧人 第三季：宋小宝助文松惊喜夺冠(高清),2017-07-01 20:31:13,2017-07-01 22:07:05,10847,欢乐喜剧人 第三季,90.0,大陆,国语,90,喜剧
10112,20170701,精彩点,龙珠传奇(20)(高清),2017-07-01 20:33:44,2017-07-01 21:02:10,10450,龙珠传奇,28.43333333333333,大陆,国语,35,剧情 / 爱情 / 古装
10454,20170701,精彩点,大军师司马懿之军师联盟(01)(高清),2017-07-01 20:33:58,2017-07-01 21:20:50,10374,大军师司马懿之军师联盟,45.0,大陆,国语,45,剧情 / 爱情 / 战争 / 古装
10501,20170701,精彩点,05月14日 熊出没之春日对对碰,2017-07-01 20:35:10,2017-07-01 20:53:24,11084,熊出没之春日对对碰,10.0,大陆,国语,10,喜剧 / 动画 / 儿童 / 冒险
10684,20170701,热点专题,魔戒3：国王归来(高清)(荡气回肠，波澜壮阔),2017-07-01 20:40:27,2017-07-01 21:03:04,10770,魔戒3,22.61666666666667,美国 / 新西兰,英语 / 昆雅语 / 古英语 / 辛达林语,201,剧情 / 动作 / 奇幻 / 冒险
11184,20170701,精彩点,太行英雄传(15)(高清),2017-07-01 20:40:31,2017-07-01 21:24:14,11005,太行英雄传,43.71666666666667,大陆,国语,45,剧情 / 战争
11306,20170701,精彩点,太行英雄传(16)(高清),2017-07-01 20:47:05,2017-07-01 20:52:24,10714,太行英雄传,5.316666666666666,大陆,国语,45,剧情 / 战争
11196,20170701,精彩点,欢乐颂2(18)(高清),2017-07-01 20:51:51,2017-07-01 21:40:15,11054,欢乐颂2,45.0,大陆,国语,45,剧情 / 爱情
11306,20170701,精彩点,太行英雄传(16)(高清),2017-07-01 20:52:23,2017-07-01 21:07:47,10714,太行英雄传,15.4,大陆,国语,45,剧情 / 战争
10425,20170701,精彩点,05月10日 神奇阿呦,2017-07-01 20:53:39,2017-07-01 21:02:47,10910,神奇阿呦,9.133333333333333,大陆,国语,12,动画
10182,20170701,精彩点,变形金刚3：月黑之时(高清)(英雄形象倒塌，擎天柱成阴谋家·),2017-07-01 20:55:18,2017-07-01 22:57:57,11033,变形金刚3,122.65,美国,英语 / 西班牙语 / 俄语 / 荷兰语,154,动作 / 科幻
11145,20170701,精彩点,赌城群英会(04),2017-07-01 21:01:19,2017-07-01 21:38:32,10880,赌城群英会,37.21666666666667,香港,粤语 / 国语,40,剧情 / 动作 / 爱情 / 悬疑 / 犯罪
10112,20170701,精彩点,龙珠传奇(21)(高清),2017-07-01 21:02:08,2017-07-01 21:46:09,10450,龙珠传奇,35.0,大陆,国语,35,剧情 / 爱情 / 古装
10396,20170701,精彩点,大军师司马懿之军师联盟(03)(高清),2017-07-01 21:04:09,2017-07-01 21:59:45,10395,大军师司马懿之军师联盟,45.0,大陆,国语,45,剧情 / 爱情 / 战争 / 古装
11306,20170701,精彩点,太行英雄传(17)(高清),2017-07-01 21:07:46,2017-07-01 21:22:30,10714,太行英雄传,14.73333333333333,大陆,国语,45,剧情 / 战争
10198,20170701,精彩点,06月12日 超级飞侠,2017-07-01 21:17:22,2017-07-01 21:34:48,10003,超级飞侠,13.0,大陆,国语,13,动画 / 冒险
10079,20170701,精彩点,白鹿原(38)(高清),2017-07-01 21:19:23,2017-07-01 21:59:41,10051,白鹿原,40.3,大陆,国语,45,剧情 / 历史
10454,20170701,精彩点,大军师司马懿之军师联盟(02)(高清),2017-07-01 21:20:59,2017-07-01 21:33:29,10374,大军师司马懿之军师联盟,12.5,大陆,国语,45,剧情 / 爱情 / 战争 / 古装
10546,20170701,精彩点,06月12日 巨神战击队第三季,2017-07-01 21:21:17,2017-07-01 21:43:37,10307,巨神战击队第三季,22.33333333333333,大陆,国语,40,动作
11306,20170701,精彩点,太行英雄传(18)(高清),2017-07-01 21:22:28,2017-07-01 21:34:06,10714,太行英雄传,11.63333333333333,大陆,国语,45,剧情 / 战争
11184,20170701,精彩点,太行英雄传(16)(高清),2017-07-01 21:24:12,2017-07-01 22:14:46,11005,太行英雄传,45.0,大陆,国语,45,剧情 / 战争
10684,20170701,热点专题,魔戒3：国王归来(高清)(荡气回肠，波澜壮阔),2017-07-01 21:29:38,2017-07-01 22:21:22,10770,魔戒3,51.73333333333333,美国 / 新西兰,英语 / 昆雅语 / 古英语 / 辛达林语,201,剧情 / 动作 / 奇幻 / 冒险
10501,20170701,精彩点,05月19日 熊熊乐园(高清),2017-07-01 21:31:38,2017-07-01 21:51:02,11084,熊熊乐园,13.0,大陆,国语,13,动画 / 儿童 / 冒险
10454,20170701,精彩点,大军师司马懿之军师联盟(02)(高清),2017-07-01 21:35:15,2017-07-01 22:04:47,10374,大军师司马懿之军师联盟,29.53333333333333,大陆,国语,45,剧情 / 爱情 / 战争 / 古装
11145,20170701,精彩点,赌城群英会(05),2017-07-01 21:38:31,2017-07-01 22:21:24,10880,赌城群英会,40.0,香港,粤语 / 国语,40,剧情 / 动作 / 爱情 / 悬疑 / 犯罪
11196,20170701,精彩点,欢乐颂2(19)(高清),2017-07-01 21:44:31,2017-07-01 22:26:43,11054,欢乐颂2,42.2,大陆,国语,45,剧情 / 爱情
10112,20170701,精彩点,龙珠传奇(22)(高清),2017-07-01 21:46:49,2017-07-01 22:57:20,10450,龙珠传奇,35.0,大陆,国语,35,剧情 / 爱情 / 古装
10546,20170701,精彩点,05月20日 猪猪侠之光明守卫者,2017-07-01 21:47:08,2017-07-01 22:12:42,10307,猪猪侠之光明守卫者,15.0,大陆,国语,15,动画 / 儿童 / 冒险
10477,20170701,精彩点,深夜食堂(22)(高清),2017-07-01 21:47:32,2017-07-01 21:57:43,10019,深夜食堂,10.18333333333333,大陆,国语,45,剧情
10452,20170701,精彩点,05月05日 奔跑吧：李晨艳妆变武媚娘(高清),2017-07-01 21:50:13,2017-07-01 22:00:23,10085,奔跑吧,10.16666666666667,大陆,国语,93,剧情 / 喜剧 / 战争
10501,20170701,精彩点,06月20日 舞法天女朵法拉,2017-07-01 21:51:00,2017-07-01 22:01:05,11084,舞法天女朵法拉,10.08333333333333,大陆,国语,24,喜剧 / 音乐 / 歌舞 / 儿童
11092,20170701,精彩点,三生三世十里桃花(34)(高清),2017-07-01 21:52:32,2017-07-01 22:25:34,10965,三生三世十里桃花,33.03333333333333,大陆,国语,45,剧情 / 爱情
10477,20170701,精彩点,深夜食堂(23)(高清),2017-07-01 21:57:51,2017-07-01 22:37:12,10019,深夜食堂,39.35,大陆,国语,45,剧情
10079,20170701,精彩点,白鹿原(39)(高清),2017-07-01 21:59:40,2017-07-01 22:39:10,10051,白鹿原,39.5,大陆,国语,45,剧情 / 历史
10396,20170701,精彩点,楚乔传(32)(高清),2017-07-01 22:01:38,2017-07-01 22:39:01,10395,楚乔传,37.38333333333333,大陆,国语,45,剧情 / 爱情 / 古装
10501,20170701,精彩点,06月26日 聪明伦文叙,2017-07-01 22:02:49,2017-07-01 22:33:09,11084,聪明伦文叙,13.0,大陆,国语,13,动画
10454,20170701,精彩点,大军师司马懿之军师联盟(03)(高清),2017-07-01 22:04:47,2017-07-01 22:33:36,10374,大军师司马懿之军师联盟,28.81666666666667,大陆,国语,45,剧情 / 爱情 / 战争 / 古装
10266,20170701,精彩点,楚乔传(32)(高清),2017-07-01 22:05:16,2017-07-01 22:34:34,10869,楚乔传,29.3,大陆,国语,45,剧情 / 爱情 / 古装
11247,20170701,精彩点,03月19日 欢乐喜剧人 第三季：郭麒麟披麻戴孝哭亲爹(高清),2017-07-01 22:07:03,2017-07-01 22:26:14,10847,欢乐喜剧人 第三季,19.18333333333333,大陆,国语,90,喜剧
10546,20170701,精彩点,06月10日 熊出没之秋日团团转(高清),2017-07-01 22:12:41,2017-07-01 22:28:12,10307,熊出没之秋日团团转,13.0,大陆,国语,13,喜剧 / 动画
11235,20170701,精彩点,夏至未至(32)(高清),2017-07-01 22:21:16,2017-07-01 23:02:33,10872,夏至未至,41.28333333333333,大陆,国语,45,剧情 / 爱情
11092,20170701,精彩点,三生三世十里桃花(35)(高清),2017-07-01 22:25:33,2017-07-01 23:27:07,10965,三生三世十里桃花,45.0,大陆,国语,45,剧情 / 爱情
11247,20170701,精彩点,04月02日 欢乐喜剧人 第三季：岳云鹏爆笑整蛊郭麒麟(高清),2017-07-01 22:26:12,2017-07-01 23:05:14,10847,欢乐喜剧人 第三季,39.03333333333333,大陆,国语,90,喜剧
